Case;Atividade;Inicio;Fim;Tempo(s);;
1829;Retirada do Produto;21/02/2012 16:53:02;21/02/2012 16:53:02;0;;
1829;Parada de curta duracao;21/02/2012 16:53:11;21/02/2012 16:53:26;15;;
1830;Maquina trabalhando;21/02/2012 16:53:27;21/02/2012 16:54:10;43;;
1830;Retirada do Produto;21/02/2012 16:54:10;21/02/2012 16:54:10;0;;
1830;Alimentacao de Maquina;21/02/2012 16:54:10;21/02/2012 16:54:20;10;;
1830;Parada de curta duracao;21/02/2012 16:54:20;21/02/2012 16:54:38;18;;
1831;Maquina trabalhando;21/02/2012 16:54:38;21/02/2012 16:55:22;44;;
1831;Alimentacao de Maquina;21/02/2012 16:55:22;21/02/2012 16:55:32;10;;
1831;Retirada do Produto;21/02/2012 16:55:23;21/02/2012 16:55:23;0;;
1831;Parada de curta duracao;21/02/2012 16:55:32;21/02/2012 16:55:56;24;;
1832;Maquina trabalhando;21/02/2012 16:55:56;21/02/2012 16:56:40;44;;
1832;Retirada do Produto;21/02/2012 16:56:40;21/02/2012 16:56:40;0;;
1832;Alimentacao de Maquina;21/02/2012 16:56:40;21/02/2012 17:02:09;329;;
1832;Alimentacao de Maquina;21/02/2012 17:02:56;21/02/2012 17:03:06;10;;
1832;Parada de curta duracao;21/02/2012 17:03:06;21/02/2012 17:03:16;10;;
1833;Maquina trabalhando;21/02/2012 17:03:16;21/02/2012 17:03:59;43;;
1833;Retirada do Produto;21/02/2012 17:03:59;21/02/2012 17:03:59;0;;
1833;Alimentacao de Maquina;21/02/2012 17:03:59;21/02/2012 17:04:09;10;;
1833;Parada de curta duracao;21/02/2012 17:04:09;21/02/2012 17:04:23;14;;
1834;Maquina trabalhando;21/02/2012 17:04:24;21/02/2012 17:05:07;43;;
1834;Retirada do Produto;21/02/2012 17:05:07;21/02/2012 17:05:07;0;;
1834;Alimentacao de Maquina;21/02/2012 17:05:07;21/02/2012 17:05:17;10;;
1834;Parada de curta duracao;21/02/2012 17:05:17;21/02/2012 17:05:56;39;;
1835;Maquina trabalhando;21/02/2012 17:05:57;21/02/2012 17:06:40;43;;
1835;Retirada do Produto;21/02/2012 17:06:40;21/02/2012 17:06:40;0;;
1835;Alimentacao de Maquina;21/02/2012 17:06:40;21/02/2012 17:06:50;10;;
1835;Parada de curta duracao;21/02/2012 17:06:50;21/02/2012 17:07:16;26;;
1836;Maquina trabalhando;21/02/2012 17:07:16;21/02/2012 17:07:59;43;;
1836;Retirada do Produto;21/02/2012 17:07:59;21/02/2012 17:07:59;0;;
1836;Alimentacao de Maquina;21/02/2012 17:07:59;21/02/2012 17:08:09;10;;
1836;Parada de curta duracao;21/02/2012 17:08:09;21/02/2012 17:09:26;77;;
1837;Maquina trabalhando;21/02/2012 17:09:26;21/02/2012 17:10:09;43;;
1837;Retirada do Produto;21/02/2012 17:10:09;21/02/2012 17:10:09;0;;
1837;Alimentacao de Maquina;21/02/2012 17:10:09;21/02/2012 17:10:19;10;;
1837;Parada de curta duracao;21/02/2012 17:10:19;21/02/2012 17:10:39;20;;
1838;Maquina trabalhando;21/02/2012 17:10:39;21/02/2012 17:11:23;44;;
1838;Retirada do Produto;21/02/2012 17:11:23;21/02/2012 17:11:23;0;;
1838;Alimentacao de Maquina;21/02/2012 17:11:23;21/02/2012 17:11:33;10;;
1838;Parada de curta duracao;21/02/2012 17:11:33;21/02/2012 17:11:49;16;;
1839;Maquina trabalhando;21/02/2012 17:11:50;21/02/2012 17:12:33;43;;
1839;Retirada do Produto;21/02/2012 17:12:33;21/02/2012 17:12:33;0;;
1839;Alimentacao de Maquina;21/02/2012 17:12:33;21/02/2012 17:12:43;10;;
1839;Parada de curta duracao;21/02/2012 17:12:43;21/02/2012 17:13:09;26;;
1840;Maquina trabalhando;21/02/2012 17:13:09;21/02/2012 17:13:52;43;;
1840;Retirada do Produto;21/02/2012 17:13:52;21/02/2012 17:13:52;0;;
1840;Alimentacao de Maquina;21/02/2012 17:13:52;21/02/2012 17:14:02;10;;
1840;Parada de curta duracao;21/02/2012 17:14:02;21/02/2012 17:14:09;7;;
1841;Maquina trabalhando;21/02/2012 17:14:09;21/02/2012 17:14:53;44;;
1841;Alimentacao de Maquina;21/02/2012 17:14:52;21/02/2012 17:15:02;10;;
1841;Retirada do Produto;21/02/2012 17:14:53;21/02/2012 17:14:53;0;;
1841;Parada de curta duracao;21/02/2012 17:15:02;21/02/2012 17:15:13;11;;
1842;Maquina trabalhando;21/02/2012 17:15:13;21/02/2012 17:15:57;44;;
1842;Alimentacao de Maquina;21/02/2012 17:15:56;21/02/2012 17:16:06;10;;
1842;Retirada do Produto;21/02/2012 17:15:57;21/02/2012 17:15:57;0;;
1842;Parada de curta duracao;21/02/2012 17:16:06;21/02/2012 17:16:31;25;;
1843;Maquina trabalhando;21/02/2012 17:16:31;21/02/2012 17:17:15;44;;
1843;Retirada do Produto;21/02/2012 17:17:15;21/02/2012 17:17:15;0;;
1843;Alimentacao de Maquina;21/02/2012 17:17:15;21/02/2012 17:17:25;10;;
1843;Parada de curta duracao;21/02/2012 17:17:25;21/02/2012 17:17:33;8;;
1844;Maquina trabalhando;21/02/2012 17:17:33;21/02/2012 17:18:16;43;;
1844;Alimentacao de Maquina;21/02/2012 17:18:16;21/02/2012 17:18:26;10;;
1844;Retirada do Produto;21/02/2012 17:18:17;21/02/2012 17:18:17;0;;
1844;Parada de curta duracao;21/02/2012 17:18:26;21/02/2012 17:18:37;11;;
1845;Maquina trabalhando;21/02/2012 17:18:37;21/02/2012 17:19:21;44;;
1845;Retirada do Produto;21/02/2012 17:19:21;21/02/2012 17:19:21;0;;
1845;Alimentacao de Maquina;21/02/2012 17:19:21;21/02/2012 17:19:31;10;;
1845;Parada de curta duracao;21/02/2012 17:19:31;21/02/2012 17:19:46;15;;
1846;Maquina trabalhando;21/02/2012 17:19:46;21/02/2012 17:20:31;45;;
1846;Retirada do Produto;21/02/2012 17:20:31;21/02/2012 17:20:31;0;;
1846;Alimentacao de Maquina;21/02/2012 17:20:31;21/02/2012 17:20:41;10;;
1846;Parada de curta duracao;21/02/2012 17:20:41;21/02/2012 17:21:00;19;;
1847;Maquina trabalhando;21/02/2012 17:21:00;21/02/2012 17:21:44;44;;
1847;Alimentacao de Maquina;21/02/2012 17:21:43;21/02/2012 17:21:53;10;;
1847;Retirada do Produto;21/02/2012 17:21:44;21/02/2012 17:21:44;0;;
1847;Parada de curta duracao;21/02/2012 17:21:53;21/02/2012 17:22:14;21;;
1848;Maquina trabalhando;21/02/2012 17:22:14;21/02/2012 17:22:58;44;;
1848;Retirada do Produto;21/02/2012 17:22:58;21/02/2012 17:22:58;0;;
1848;Alimentacao de Maquina;21/02/2012 17:22:58;21/02/2012 17:23:08;10;;
1848;Parada de curta duracao;21/02/2012 17:23:08;21/02/2012 17:23:15;7;;
1849;Maquina trabalhando;21/02/2012 17:23:16;21/02/2012 17:23:58;42;;
1849;Retirada do Produto;21/02/2012 17:23:58;21/02/2012 17:23:58;0;;
1849;Alimentacao de Maquina;21/02/2012 17:23:58;21/02/2012 17:24:08;10;;
1849;Parada de curta duracao;21/02/2012 17:24:08;21/02/2012 17:24:12;4;;
1850;Maquina trabalhando;21/02/2012 17:24:12;21/02/2012 17:24:56;44;;
1850;Alimentacao de Maquina;21/02/2012 17:24:55;21/02/2012 17:25:05;10;;
1850;Retirada do Produto;21/02/2012 17:24:56;21/02/2012 17:24:56;0;;
1850;Parada de curta duracao;21/02/2012 17:25:05;21/02/2012 17:25:23;18;;
1851;Maquina trabalhando;21/02/2012 17:25:23;21/02/2012 17:26:07;44;;
1851;Retirada do Produto;21/02/2012 17:26:07;21/02/2012 17:26:07;0;;
1851;Alimentacao de Maquina;21/02/2012 17:26:07;21/02/2012 17:26:17;10;;
1851;Parada de curta duracao;21/02/2012 17:26:17;21/02/2012 17:26:33;16;;
1852;Maquina trabalhando;21/02/2012 17:26:33;21/02/2012 17:27:16;43;;
1852;Alimentacao de Maquina;21/02/2012 17:27:16;21/02/2012 17:27:26;10;;
1852;Retirada do Produto;21/02/2012 17:27:17;21/02/2012 17:27:17;0;;
1852;Parada de curta duracao;21/02/2012 17:27:26;21/02/2012 17:27:35;9;;
1853;Maquina trabalhando;21/02/2012 17:27:35;21/02/2012 17:28:19;44;;
1853;Retirada do Produto;21/02/2012 17:28:19;21/02/2012 17:28:19;0;;
1853;Alimentacao de Maquina;21/02/2012 17:28:19;21/02/2012 17:28:29;10;;
1853;Parada de curta duracao;21/02/2012 17:28:29;21/02/2012 17:29:12;43;;
1854;Maquina trabalhando;21/02/2012 17:29:12;21/02/2012 17:29:55;43;;
1854;Retirada do Produto;21/02/2012 17:29:55;21/02/2012 17:29:55;0;;
1854;Alimentacao de Maquina;21/02/2012 17:29:55;21/02/2012 17:43:37;822;;
1854;Alimentacao de Maquina;21/02/2012 17:44:22;21/02/2012 17:44:32;10;;
1854;Parada de curta duracao;21/02/2012 17:44:32;21/02/2012 17:45:24;52;;
1855;Maquina trabalhando;21/02/2012 17:45:25;21/02/2012 17:45:36;11;;
1855;Retirada do Produto;21/02/2012 17:45:36;21/02/2012 17:45:36;0;;
1855;Alimentacao de Maquina;21/02/2012 17:45:36;21/02/2012 17:45:46;10;;
1855;Parada de curta duracao;21/02/2012 17:45:46;21/02/2012 17:46:02;16;;
1856;Maquina trabalhando;21/02/2012 17:46:02;21/02/2012 17:46:22;20;;
1856;Retirada do Produto;21/02/2012 17:46:22;21/02/2012 17:46:22;0;;
1856;Alimentacao de Maquina;21/02/2012 17:46:22;21/02/2012 17:46:32;10;;
1856;Parada de curta duracao;21/02/2012 17:46:32;21/02/2012 17:47:16;44;;
1857;Maquina trabalhando;21/02/2012 17:47:16;21/02/2012 17:50:22;186;;
1857;Retirada do Produto;21/02/2012 17:50:22;21/02/2012 17:50:22;0;;
1857;Alimentacao de Maquina;21/02/2012 17:50:22;21/02/2012 17:50:32;10;;
1857;Parada de curta duracao;21/02/2012 17:50:32;21/02/2012 17:50:38;6;;
1858;Maquina trabalhando;21/02/2012 17:50:38;21/02/2012 17:53:17;159;;
1858;Alimentacao de Maquina;21/02/2012 17:53:17;21/02/2012 21:30:36;13039;;
1858;Retirada do Produto;21/02/2012 17:53:18;21/02/2012 17:53:18;0;;
1858;Alimentacao de Maquina;21/02/2012 21:31:31;21/02/2012 21:31:41;10;;
1858;Parada de curta duracao;21/02/2012 21:31:41;21/02/2012 21:32:10;29;;
1859;Maquina trabalhando;21/02/2012 21:32:10;21/02/2012 21:32:19;9;;
1859;Alimentacao de Maquina;21/02/2012 21:32:19;21/02/2012 21:32:22;3;;
1859;Retirada do Produto;21/02/2012 21:32:20;21/02/2012 21:32:20;0;;
1860;Maquina trabalhando;21/02/2012 21:32:23;21/02/2012 21:32:40;17;;
1860;Retirada do Produto;21/02/2012 21:32:40;21/02/2012 21:32:40;0;;
1860;Alimentacao de Maquina;21/02/2012 21:32:40;21/02/2012 21:32:42;2;;
1861;Maquina trabalhando;21/02/2012 21:32:43;21/02/2012 21:33:39;56;;
1861;Retirada do Produto;21/02/2012 21:33:39;21/02/2012 21:33:39;0;;
1861;Alimentacao de Maquina;21/02/2012 21:33:39;21/02/2012 21:33:48;9;;
1862;Maquina trabalhando;21/02/2012 21:33:48;21/02/2012 21:34:29;41;;
1862;Alimentacao de Maquina;21/02/2012 21:34:28;21/02/2012 21:34:37;9;;
1862;Retirada do Produto;21/02/2012 21:34:29;21/02/2012 21:34:29;0;;
1863;Maquina trabalhando;21/02/2012 21:34:37;21/02/2012 21:35:57;80;;
1863;Retirada do Produto;21/02/2012 21:35:57;21/02/2012 21:35:57;0;;
1863;Alimentacao de Maquina;22/02/2012 05:09:59;22/02/2012 05:10:09;10;;
1863;Parada de curta duracao;22/02/2012 05:10:09;22/02/2012 05:10:14;5;;
1864;Maquina trabalhando;22/02/2012 05:10:14;22/02/2012 05:10:58;44;;
1864;Retirada do Produto;22/02/2012 05:10:58;22/02/2012 05:10:58;0;;
1864;Alimentacao de Maquina;22/02/2012 05:10:58;22/02/2012 05:11:08;10;;
1864;Parada de curta duracao;22/02/2012 05:11:08;22/02/2012 05:11:30;22;;
1865;Maquina trabalhando;22/02/2012 05:11:30;22/02/2012 05:12:13;43;;
1865;Retirada do Produto;22/02/2012 05:12:13;22/02/2012 05:12:13;0;;
1865;Alimentacao de Maquina;22/02/2012 05:12:13;22/02/2012 05:12:23;10;;
1865;Parada de curta duracao;22/02/2012 05:12:23;22/02/2012 05:12:31;8;;
1866;Maquina trabalhando;22/02/2012 05:12:31;22/02/2012 05:13:14;43;;
1866;Retirada do Produto;22/02/2012 05:13:14;22/02/2012 05:13:14;0;;
1866;Alimentacao de Maquina;22/02/2012 05:13:14;22/02/2012 05:13:24;10;;
1866;Parada de curta duracao;22/02/2012 05:13:24;22/02/2012 05:13:35;11;;
1867;Maquina trabalhando;22/02/2012 05:13:35;22/02/2012 05:14:20;45;;
1867;Retirada do Produto;22/02/2012 05:14:20;22/02/2012 05:14:20;0;;
1867;Alimentacao de Maquina;22/02/2012 05:14:20;22/02/2012 05:14:30;10;;
1867;Parada de curta duracao;22/02/2012 05:14:30;22/02/2012 05:14:47;17;;
1868;Maquina trabalhando;22/02/2012 05:14:47;22/02/2012 05:15:30;43;;
1868;Alimentacao de Maquina;22/02/2012 05:15:30;22/02/2012 05:15:40;10;;
1868;Retirada do Produto;22/02/2012 05:15:31;22/02/2012 05:15:31;0;;
1868;Parada de curta duracao;22/02/2012 05:15:40;22/02/2012 05:15:48;8;;
1869;Maquina trabalhando;22/02/2012 05:15:48;22/02/2012 05:16:31;43;;
1869;Alimentacao de Maquina;22/02/2012 05:16:31;22/02/2012 05:16:41;10;;
1869;Retirada do Produto;22/02/2012 05:16:32;22/02/2012 05:16:32;0;;
1869;Parada de curta duracao;22/02/2012 05:16:41;22/02/2012 05:16:49;8;;
1870;Maquina trabalhando;22/02/2012 05:16:49;22/02/2012 05:17:32;43;;
1870;Alimentacao de Maquina;22/02/2012 05:17:32;22/02/2012 05:17:42;10;;
1870;Retirada do Produto;22/02/2012 05:17:33;22/02/2012 05:17:33;0;;
1870;Parada de curta duracao;22/02/2012 05:17:42;22/02/2012 05:17:47;5;;
1871;Maquina trabalhando;22/02/2012 05:17:47;22/02/2012 05:18:30;43;;
1871;Alimentacao de Maquina;22/02/2012 05:18:30;22/02/2012 05:18:40;10;;
1871;Retirada do Produto;22/02/2012 05:18:31;22/02/2012 05:18:31;0;;
1871;Parada de curta duracao;22/02/2012 05:18:40;22/02/2012 05:18:43;3;;
1872;Maquina trabalhando;22/02/2012 05:18:43;22/02/2012 05:19:27;44;;
1872;Alimentacao de Maquina;22/02/2012 05:19:27;22/02/2012 05:19:37;10;;
1872;Retirada do Produto;22/02/2012 05:19:28;22/02/2012 05:19:28;0;;
1872;Parada de curta duracao;22/02/2012 05:19:37;22/02/2012 05:19:42;5;;
1873;Maquina trabalhando;22/02/2012 05:19:43;22/02/2012 05:20:26;43;;
1873;Retirada do Produto;22/02/2012 05:20:26;22/02/2012 05:20:26;0;;
1873;Alimentacao de Maquina;22/02/2012 05:20:26;22/02/2012 05:20:36;10;;
1873;Parada de curta duracao;22/02/2012 05:20:36;22/02/2012 05:20:39;3;;
1874;Maquina trabalhando;22/02/2012 05:20:39;22/02/2012 05:21:22;43;;
1874;Retirada do Produto;22/02/2012 05:21:22;22/02/2012 05:21:22;0;;
1874;Alimentacao de Maquina;22/02/2012 05:21:22;22/02/2012 05:21:32;10;;
1874;Parada de curta duracao;22/02/2012 05:21:32;22/02/2012 05:21:38;6;;
1875;Maquina trabalhando;22/02/2012 05:21:38;22/02/2012 05:22:21;43;;
1875;Retirada do Produto;22/02/2012 05:22:21;22/02/2012 05:22:21;0;;
1875;Alimentacao de Maquina;22/02/2012 05:22:21;22/02/2012 05:22:31;10;;
1875;Parada de curta duracao;22/02/2012 05:22:31;22/02/2012 05:22:38;7;;
1876;Maquina trabalhando;22/02/2012 05:22:38;22/02/2012 05:23:22;44;;
1876;Retirada do Produto;22/02/2012 05:23:22;22/02/2012 05:23:22;0;;
1876;Alimentacao de Maquina;22/02/2012 05:23:22;22/02/2012 05:23:32;10;;
1876;Parada de curta duracao;22/02/2012 05:23:32;22/02/2012 05:23:39;7;;
1877;Maquina trabalhando;22/02/2012 05:23:39;22/02/2012 05:24:23;44;;
1877;Retirada do Produto;22/02/2012 05:24:23;22/02/2012 05:24:23;0;;
1877;Alimentacao de Maquina;22/02/2012 05:24:23;22/02/2012 05:24:33;10;;
1877;Parada de curta duracao;22/02/2012 05:24:33;22/02/2012 05:24:37;4;;
1878;Maquina trabalhando;22/02/2012 05:24:38;22/02/2012 05:25:21;43;;
1878;Retirada do Produto;22/02/2012 05:25:21;22/02/2012 05:25:21;0;;
1878;Alimentacao de Maquina;22/02/2012 05:25:21;22/02/2012 05:25:31;10;;
1878;Parada de curta duracao;22/02/2012 05:25:31;22/02/2012 05:25:38;7;;
1879;Maquina trabalhando;22/02/2012 05:25:38;22/02/2012 05:26:22;44;;
1879;Retirada do Produto;22/02/2012 05:26:22;22/02/2012 05:26:22;0;;
1879;Alimentacao de Maquina;22/02/2012 05:26:22;22/02/2012 05:26:32;10;;
1879;Parada de curta duracao;22/02/2012 05:26:32;22/02/2012 05:26:36;4;;
1880;Maquina trabalhando;22/02/2012 05:26:36;22/02/2012 05:27:19;43;;
1880;Alimentacao de Maquina;22/02/2012 05:27:19;22/02/2012 05:27:29;10;;
1880;Retirada do Produto;22/02/2012 05:27:20;22/02/2012 05:27:20;0;;
1880;Parada de curta duracao;22/02/2012 05:27:29;22/02/2012 05:27:34;5;;
1881;Maquina trabalhando;22/02/2012 05:27:34;22/02/2012 05:28:18;44;;
1881;Retirada do Produto;22/02/2012 05:28:18;22/02/2012 05:28:18;0;;
1881;Alimentacao de Maquina;22/02/2012 05:28:18;22/02/2012 05:28:28;10;;
1881;Parada de curta duracao;22/02/2012 05:28:28;22/02/2012 05:28:35;7;;
1882;Maquina trabalhando;22/02/2012 05:28:35;22/02/2012 05:29:19;44;;
1882;Alimentacao de Maquina;22/02/2012 05:29:19;22/02/2012 05:29:29;10;;
1882;Retirada do Produto;22/02/2012 05:29:20;22/02/2012 05:29:20;0;;
1882;Parada de curta duracao;22/02/2012 05:29:29;22/02/2012 05:29:42;13;;
1883;Maquina trabalhando;22/02/2012 05:29:42;22/02/2012 05:30:26;44;;
1883;Retirada do Produto;22/02/2012 05:30:26;22/02/2012 05:30:26;0;;
1883;Alimentacao de Maquina;22/02/2012 05:30:26;22/02/2012 05:30:36;10;;
1883;Parada de curta duracao;22/02/2012 05:30:36;22/02/2012 05:30:44;8;;
1884;Maquina trabalhando;22/02/2012 05:30:44;22/02/2012 05:31:28;44;;
1884;Retirada do Produto;22/02/2012 05:31:28;22/02/2012 05:31:28;0;;
1884;Alimentacao de Maquina;22/02/2012 05:31:28;22/02/2012 05:31:38;10;;
1884;Parada de curta duracao;22/02/2012 05:31:38;22/02/2012 05:31:47;9;;
1885;Maquina trabalhando;22/02/2012 05:31:47;22/02/2012 05:32:31;44;;
1885;Retirada do Produto;22/02/2012 05:32:31;22/02/2012 05:32:31;0;;
1885;Alimentacao de Maquina;22/02/2012 05:32:31;22/02/2012 05:32:41;10;;
1885;Parada de curta duracao;22/02/2012 05:32:41;22/02/2012 05:33:00;19;;
1886;Maquina trabalhando;22/02/2012 05:33:00;22/02/2012 05:33:44;44;;
1886;Alimentacao de Maquina;22/02/2012 05:33:43;22/02/2012 05:33:53;10;;
1886;Retirada do Produto;22/02/2012 05:33:44;22/02/2012 05:33:44;0;;
1886;Parada de curta duracao;22/02/2012 05:33:53;22/02/2012 05:33:58;5;;
1887;Maquina trabalhando;22/02/2012 05:33:58;22/02/2012 05:34:42;44;;
1887;Alimentacao de Maquina;22/02/2012 05:34:41;22/02/2012 05:34:51;10;;
1887;Retirada do Produto;22/02/2012 05:34:42;22/02/2012 05:34:42;0;;
1887;Parada de curta duracao;22/02/2012 05:34:51;22/02/2012 05:34:58;7;;
1888;Maquina trabalhando;22/02/2012 05:34:58;22/02/2012 05:35:42;44;;
1888;Retirada do Produto;22/02/2012 05:35:42;22/02/2012 05:35:42;0;;
1888;Alimentacao de Maquina;22/02/2012 05:35:42;22/02/2012 05:35:52;10;;
1888;Parada de curta duracao;22/02/2012 05:35:52;22/02/2012 05:35:59;7;;
1889;Maquina trabalhando;22/02/2012 05:36:00;22/02/2012 05:36:43;43;;
1889;Retirada do Produto;22/02/2012 05:36:43;22/02/2012 05:36:43;0;;
1889;Alimentacao de Maquina;22/02/2012 05:36:43;22/02/2012 05:36:53;10;;
1889;Parada de curta duracao;22/02/2012 05:36:53;22/02/2012 05:36:59;6;;
1890;Maquina trabalhando;22/02/2012 05:36:59;22/02/2012 05:37:43;44;;
1890;Alimentacao de Maquina;22/02/2012 05:37:42;22/02/2012 05:37:52;10;;
1890;Retirada do Produto;22/02/2012 05:37:43;22/02/2012 05:37:43;0;;
1890;Parada de curta duracao;22/02/2012 05:37:52;22/02/2012 05:37:59;7;;
1891;Maquina trabalhando;22/02/2012 05:37:59;22/02/2012 05:38:43;44;;
1891;Alimentacao de Maquina;22/02/2012 05:38:42;22/02/2012 05:38:52;10;;
1891;Retirada do Produto;22/02/2012 05:38:43;22/02/2012 05:38:43;0;;
1891;Parada de curta duracao;22/02/2012 05:38:52;22/02/2012 05:38:58;6;;
1892;Maquina trabalhando;22/02/2012 05:38:58;22/02/2012 05:39:42;44;;
1892;Alimentacao de Maquina;22/02/2012 05:39:41;22/02/2012 05:39:51;10;;
1892;Retirada do Produto;22/02/2012 05:39:42;22/02/2012 05:39:42;0;;
1892;Parada de curta duracao;22/02/2012 05:39:51;22/02/2012 05:39:59;8;;
1893;Maquina trabalhando;22/02/2012 05:39:59;22/02/2012 05:40:43;44;;
1893;Alimentacao de Maquina;22/02/2012 05:40:42;22/02/2012 05:40:52;10;;
1893;Retirada do Produto;22/02/2012 05:40:43;22/02/2012 05:40:43;0;;
1893;Parada de curta duracao;22/02/2012 05:40:52;22/02/2012 05:41:17;25;;
1894;Maquina trabalhando;22/02/2012 05:41:17;22/02/2012 05:42:01;44;;
1894;Retirada do Produto;22/02/2012 05:42:01;22/02/2012 05:42:01;0;;
1894;Alimentacao de Maquina;22/02/2012 05:42:01;22/02/2012 05:42:11;10;;
1894;Parada de curta duracao;22/02/2012 05:42:11;22/02/2012 05:42:33;22;;
1895;Maquina trabalhando;22/02/2012 05:42:33;22/02/2012 05:43:16;43;;
1895;Alimentacao de Maquina;22/02/2012 05:43:16;22/02/2012 05:43:26;10;;
1895;Retirada do Produto;22/02/2012 05:43:17;22/02/2012 05:43:17;0;;
1895;Parada de curta duracao;22/02/2012 05:43:26;22/02/2012 05:43:34;8;;
1896;Maquina trabalhando;22/02/2012 05:43:34;22/02/2012 05:44:18;44;;
1896;Retirada do Produto;22/02/2012 05:44:18;22/02/2012 05:44:18;0;;
1896;Alimentacao de Maquina;22/02/2012 05:44:18;22/02/2012 05:44:28;10;;
1896;Parada de curta duracao;22/02/2012 05:44:28;22/02/2012 05:44:35;7;;
1897;Maquina trabalhando;22/02/2012 05:44:35;22/02/2012 05:45:18;43;;
1897;Alimentacao de Maquina;22/02/2012 05:45:18;22/02/2012 05:45:28;10;;
1897;Retirada do Produto;22/02/2012 05:45:19;22/02/2012 05:45:19;0;;
1897;Parada de curta duracao;22/02/2012 05:45:28;22/02/2012 05:45:48;20;;
1898;Maquina trabalhando;22/02/2012 05:45:48;22/02/2012 05:46:32;44;;
1898;Retirada do Produto;22/02/2012 05:46:32;22/02/2012 05:46:32;0;;
1898;Alimentacao de Maquina;22/02/2012 05:46:32;22/02/2012 05:46:42;10;;
1898;Parada de curta duracao;22/02/2012 05:46:42;22/02/2012 05:46:46;4;;
1899;Maquina trabalhando;22/02/2012 05:46:46;22/02/2012 05:47:30;44;;
1899;Retirada do Produto;22/02/2012 05:47:30;22/02/2012 05:47:30;0;;
1899;Alimentacao de Maquina;22/02/2012 05:47:30;22/02/2012 05:47:40;10;;
1899;Parada de curta duracao;22/02/2012 05:47:40;22/02/2012 05:48:32;52;;
1900;Maquina trabalhando;22/02/2012 05:48:32;22/02/2012 05:49:16;44;;
1900;Retirada do Produto;22/02/2012 05:49:16;22/02/2012 05:49:16;0;;
1900;Alimentacao de Maquina;22/02/2012 05:49:16;22/02/2012 05:49:26;10;;
1900;Parada de curta duracao;22/02/2012 05:49:26;22/02/2012 05:49:36;10;;
1901;Maquina trabalhando;22/02/2012 05:49:36;22/02/2012 05:50:20;44;;
1901;Retirada do Produto;22/02/2012 05:50:20;22/02/2012 05:50:20;0;;
1901;Alimentacao de Maquina;22/02/2012 05:50:20;22/02/2012 05:50:30;10;;
1901;Parada de curta duracao;22/02/2012 05:50:30;22/02/2012 05:50:37;7;;
1902;Maquina trabalhando;22/02/2012 05:50:37;22/02/2012 05:51:22;45;;
1902;Alimentacao de Maquina;22/02/2012 05:51:21;22/02/2012 05:51:31;10;;
1902;Retirada do Produto;22/02/2012 05:51:22;22/02/2012 05:51:22;0;;
1902;Parada de curta duracao;22/02/2012 05:51:31;22/02/2012 05:51:37;6;;
1903;Maquina trabalhando;22/02/2012 05:51:37;22/02/2012 05:52:20;43;;
1903;Retirada do Produto;22/02/2012 05:52:20;22/02/2012 05:52:20;0;;
1903;Alimentacao de Maquina;22/02/2012 05:52:20;22/02/2012 05:52:30;10;;
1903;Parada de curta duracao;22/02/2012 05:52:30;22/02/2012 05:52:36;6;;
1904;Maquina trabalhando;22/02/2012 05:52:36;22/02/2012 05:53:20;44;;
1904;Retirada do Produto;22/02/2012 05:53:20;22/02/2012 05:53:20;0;;
1904;Alimentacao de Maquina;22/02/2012 05:53:20;22/02/2012 05:53:30;10;;
1904;Parada de curta duracao;22/02/2012 05:53:30;22/02/2012 05:53:36;6;;
1905;Maquina trabalhando;22/02/2012 05:53:36;22/02/2012 05:54:19;43;;
1905;Alimentacao de Maquina;22/02/2012 05:54:19;22/02/2012 05:54:29;10;;
1905;Retirada do Produto;22/02/2012 05:54:20;22/02/2012 05:54:20;0;;
1905;Parada de curta duracao;22/02/2012 05:54:29;22/02/2012 05:54:34;5;;
1906;Maquina trabalhando;22/02/2012 05:54:34;22/02/2012 05:55:19;45;;
1906;Retirada do Produto;22/02/2012 05:55:19;22/02/2012 05:55:19;0;;
1906;Alimentacao de Maquina;22/02/2012 05:55:19;22/02/2012 05:55:29;10;;
1906;Parada de curta duracao;22/02/2012 05:55:29;22/02/2012 05:55:32;3;;
1907;Maquina trabalhando;22/02/2012 05:55:33;22/02/2012 05:56:16;43;;
1907;Retirada do Produto;22/02/2012 05:56:16;22/02/2012 05:56:16;0;;
1907;Alimentacao de Maquina;22/02/2012 05:56:16;22/02/2012 05:56:26;10;;
1907;Parada de curta duracao;22/02/2012 05:56:26;22/02/2012 05:56:32;6;;
1908;Maquina trabalhando;22/02/2012 05:56:32;22/02/2012 05:57:15;43;;
1908;Alimentacao de Maquina;22/02/2012 05:57:15;22/02/2012 05:57:25;10;;
1908;Retirada do Produto;22/02/2012 05:57:16;22/02/2012 05:57:16;0;;
1908;Parada de curta duracao;22/02/2012 05:57:25;22/02/2012 05:57:30;5;;
1909;Maquina trabalhando;22/02/2012 05:57:30;22/02/2012 05:58:15;45;;
1909;Retirada do Produto;22/02/2012 05:58:15;22/02/2012 05:58:15;0;;
1909;Alimentacao de Maquina;22/02/2012 05:58:15;22/02/2012 05:58:25;10;;
1909;Parada de curta duracao;22/02/2012 05:58:25;22/02/2012 05:58:47;22;;
1910;Maquina trabalhando;22/02/2012 05:58:47;22/02/2012 05:59:30;43;;
